name,url,promoted_content,query,tweet_volume
#CHEMUN,http://twitter.com/search?q=%23CHEMUN,,%23CHEMUN,180071
#MunawarFaruqi,http://twitter.com/search?q=%23MunawarFaruqi,,%23MunawarFaruqi,
Chelsea,http://twitter.com/search?q=Chelsea,,Chelsea,362713
#HBDVivekBansal,http://twitter.com/search?q=%23HBDVivekBansal,,%23HBDVivekBansal,
Carrick,http://twitter.com/search?q=Carrick,,Carrick,70049
Sancho,http://twitter.com/search?q=Sancho,,Sancho,78146
Werner,http://twitter.com/search?q=Werner,,Werner,40232
Ronaldo,http://twitter.com/search?q=Ronaldo,,Ronaldo,175446
Virgil Abloh,http://twitter.com/search?q=%22Virgil+Abloh%22,,%22Virgil+Abloh%22,319634
McTominay,http://twitter.com/search?q=McTominay,,McTominay,18484
Tuchel,http://twitter.com/search?q=Tuchel,,Tuchel,43918
Ziyech,http://twitter.com/search?q=Ziyech,,Ziyech,22891
Our Priceless Love 4 Sushant,http://twitter.com/search?q=%22Our+Priceless+Love+4+Sushant%22,,%22Our+Priceless+Love+4+Sushant%22,33256
Lukaku,http://twitter.com/search?q=Lukaku,,Lukaku,33212
Rashford,http://twitter.com/search?q=Rashford,,Rashford,22721
Anthony Taylor,http://twitter.com/search?q=%22Anthony+Taylor%22,,%22Anthony+Taylor%22,16712
Rudiger,http://twitter.com/search?q=Rudiger,,Rudiger,26431
Alonso,http://twitter.com/search?q=Alonso,,Alonso,34652
Happy Hanukkah,http://twitter.com/search?q=%22Happy+Hanukkah%22,,%22Happy+Hanukkah%22,45473
Pulisic,http://twitter.com/search?q=Pulisic,,Pulisic,11136
Dream Chaser Sushant,http://twitter.com/search?q=%22Dream+Chaser+Sushant%22,,%22Dream+Chaser+Sushant%22,31312
Mendy,http://twitter.com/search?q=Mendy,,Mendy,26126
Lindelof,http://twitter.com/search?q=Lindelof,,Lindelof,
Hindu Gods,http://twitter.com/search?q=%22Hindu+Gods%22,,%22Hindu+Gods%22,
Bailly,http://twitter.com/search?q=Bailly,,Bailly,12600
De Gea,http://twitter.com/search?q=%22De+Gea%22,,%22De+Gea%22,23441
Matic,http://twitter.com/search?q=Matic,,Matic,88784
BSNL,http://twitter.com/search?q=BSNL,,BSNL,
MOTM,http://twitter.com/search?q=MOTM,,MOTM,
Lingard,http://twitter.com/search?q=Lingard,,Lingard,
REIGNING QUEEN SHAMITA,http://twitter.com/search?q=%22REIGNING+QUEEN+SHAMITA%22,,%22REIGNING+QUEEN+SHAMITA%22,245448
Godhra,http://twitter.com/search?q=Godhra,,Godhra,10888
Burnley,http://twitter.com/search?q=Burnley,,Burnley,30794
Wan Bissaka,http://twitter.com/search?q=%22Wan+Bissaka%22,,%22Wan+Bissaka%22,
Timo,http://twitter.com/search?q=Timo,,Timo,13042
Tripura,http://twitter.com/search?q=Tripura,,Tripura,73003
Charlie Hebdo,http://twitter.com/search?q=%22Charlie+Hebdo%22,,%22Charlie+Hebdo%22,
Stamford Bridge,http://twitter.com/search?q=%22Stamford+Bridge%22,,%22Stamford+Bridge%22,21002
Rakhi,http://twitter.com/search?q=Rakhi,,Rakhi,53557
Kamlesh Tiwari,http://twitter.com/search?q=%22Kamlesh+Tiwari%22,,%22Kamlesh+Tiwari%22,
Manchester United,http://twitter.com/search?q=%22Manchester+United%22,,%22Manchester+United%22,128429
Rest In Peace,http://twitter.com/search?q=%22Rest+In+Peace%22,,%22Rest+In+Peace%22,106473
I Nominate,http://twitter.com/search?q=%22I+Nominate%22,,%22I+Nominate%22,21584
Sir Frank Williams,http://twitter.com/search?q=%22Sir+Frank+Williams%22,,%22Sir+Frank+Williams%22,91893
Ruben,http://twitter.com/search?q=Ruben,,Ruben,18165
Ritesh,http://twitter.com/search?q=Ritesh,,Ritesh,31070
Thiago Silva,http://twitter.com/search?q=%22Thiago+Silva%22,,%22Thiago+Silva%22,
Rangnick,http://twitter.com/search?q=Rangnick,,Rangnick,34551
